date,close,YesterdayClose,YesterdayOpenLogR,YesterdayHighLogR,YesterdayLowLogR,YesterdayVolumeLogR,YesterdayCloseLogR,MA10,MA20,MA30,DayOfWeek,DayOfMonth,MonthNumber,EMA10,EMA30,RSI,MACD,MACD_Signal,BollingerUpper,BollingerLower,Volatility_10,Volatility_20,Volatility_30,OBV,ZScore,insider_shares,insider_amount,insider_buy_flag,sentiment,num_articles,overnight_gap,abnormal_vol,volatility_5d,volatility_20d,momentum_5d,momentum_20d,skew_5d,intraday_range,sentiment_change
2023-11-27,0.304,0.308,0.0147664701163009,-0.0169522690718232,0.0258605768943723,0.8736098574453222,-0.0130720815673527,0.30821,0.34049,0.36853,0,27,11,0.3115109678207143,0.3782539815927529,38.22104799647721,-0.0452840454030524,-0.0501914539584009,0.4279818077378188,0.2529981922621812,0.0666310693780411,0.0609853192588738,0.0820008563455729,623493102.0,-0.8341352394808739,0,0,-1,0,0,-0.0032467532467532,-0.2466356617996727,0.6963826888288729,0.9681119303091492,0.0482758620689656,-0.2205128205128205,-0.6936044375007263,0.0404605263157894,0.0
2023-11-28,0.293,0.304,-0.0137752260239033,-0.0179012103292401,-0.0210462622311838,-0.4671237897144943,-0.0368550923891544,0.3060299999999999,0.33413,0.3632966666666666,1,28,11,0.3081453373078571,0.3727537247158011,35.78098471986405,-0.0438133603337079,-0.0489158352334623,0.415503734286671,0.252756265713329,0.0635229411891302,0.0575522107073877,0.0809670827731092,623225080.0,-1.0108912995218675,0,0,-1,0,0,-0.0039473684210525,-0.4146046706781631,0.7216866139181441,0.9136130216024207,-0.0233333333333333,-0.3027129938124703,0.4868489626283995,0.0443686006825939,0.0
2023-11-29,0.288,0.293,-0.0092900469070927,-0.0148886124937506,-0.0674013916872482,1.1328871645418497,-0.0172121288811214,0.30103,0.32728,0.35733,2,29,11,0.3044825487064285,0.367285742476072,40.02849002848989,-0.0425606770419568,-0.0476448035951612,0.3989299854935881,0.2556300145064119,0.0571517441372022,0.0571828525036283,0.0804411163542892,622392977.0,-1.0964412547861615,0,0,-1,0,0,0.0238907849829351,0.1812035072782736,0.6009732095470132,0.9077496418913265,0.0140845070422535,-0.3223529411764706,0.7811999106027974,0.095486111111111,0.0
2023-11-30,0.28,0.288,-0.0373557865437689,-0.0339015516756813,0.0091324835632724,-0.7997432154850356,-0.0281708769666961,0.29402,0.32203,0.3526166666666667,3,30,11,0.3000311762143506,0.3616544042518093,39.46629213483134,-0.0417323846960897,-0.0464623198153469,0.3912173459693607,0.2528426540306394,0.0544255375740047,0.0543695557114666,0.0789027893839531,622018993.0,-1.2149620544373194,0,0,-1,0,0,0.0034722222222222,-0.3217410094127969,0.599259330114316,0.8630899398336737,-0.0378006872852232,-0.2727272727272727,1.912700385818803,0.0535714285714284,0.0
2023-12-01,0.28,0.28,-0.0316370849431823,-0.0315262536467737,-0.0553205315881665,0.546821754472183,0.0,0.2918,0.31628,0.3482766666666667,4,1,12,0.2963891441753777,0.3563863781710474,34.89425981873097,-0.0406078549698851,-0.0452914268462546,0.3787188070974908,0.2538411929025091,0.0361048444061695,0.0536613076817345,0.0788672661485892,622018993.0,-1.1620977941924178,0,0,-1,0,0,0.0,-0.0289555952319155,0.220686036806584,0.8518468509143376,-0.0909090909090908,-0.2911392405063291,0.1357654399755793,0.0742857142857144,0.0
2023-12-04,0.285,0.28,0.016997576368571,0.0315262536467737,0.03697139291997,0.0946174487655381,0.0176995770994006,0.2913,0.31103,0.3442066666666666,0,4,12,0.2943183906889454,0.3517808053858186,41.64798206278011,-0.0388651851847403,-0.0440061785139517,0.3643629600880886,0.2576970399119114,0.0347997858553311,0.0541820559001601,0.0790283877377924,622729268.0,-0.9761318313105825,0,0,-1,0,0,0.017142857142857,0.0341105942571038,0.3453304416055883,0.8601134726041425,-0.0625000000000001,-0.2692307692307693,0.5562441765735269,0.0701754385964911,0.0
2023-12-05,0.268,0.285,0.0180937434426988,0.0051590828100274,-0.037740327982847,0.1477473827642811,-0.0615021997577936,0.2880999999999999,0.306555,0.3404066666666666,1,5,12,0.2895332287455007,0.3463755921351206,29.67479674796729,-0.0384130628723364,-0.0428875553856286,0.3584709837487429,0.2546390162512571,0.0367534008036774,0.0528317226919001,0.0789830724672124,621905903.0,-1.485284385117082,0,0,-1,0,0,0.0175438596491228,0.1450085105964072,0.465437105325924,0.8386775974673745,-0.0853242320819112,-0.2503496503496503,-0.4660286401583953,0.1175373134328357,0.0
2023-12-06,0.2526,0.268,-0.083006866570041,0.0119353505492728,-0.0800427076735365,1.4846324083610738,-0.059179770594466,0.28496,0.301185,0.3324933333333333,2,6,12,0.2828180962463187,0.3403255539328548,22.222222222222012,-0.03884957031564,-0.0420799583716309,0.3520316538791391,0.2503383461208608,0.0373058249953074,0.0535135253335116,0.0570498736898368,618272111.0,-1.9110402078958808,0,0,-1,0,0,-0.0041044776119402,2.5076886771220317,0.5454812328433589,0.8495008788649601,-0.1229166666666666,-0.2983333333333333,0.2492640935857678,0.2177355502771179,0.0
2023-12-07,0.2362,0.2526,-0.0261924253949508,-0.1259091838852138,-0.0512932943875504,-1.1656125361609366,-0.0671283061531288,0.27948,0.296495,0.3264233333333334,3,7,12,0.274342078746988,0.3336077762597674,27.0833333333331,-0.0400570952889903,-0.0416753857551028,0.3531256398392221,0.2398643601607778,0.0385237264322822,0.0524449791375468,0.05260777224378,617139343.0,-2.129412634968675,0,0,-1,0,0,0.0292953285827395,0.2271941998988037,0.6149761001626761,0.8325382338715174,-0.1564285714285715,-0.2842424242424243,0.7053309204781549,0.1359017781541066,0.0
2023-12-08,0.26,0.2362,0.0,0.037355786543769,0.0433451245383763,0.3345975714930574,0.0960027272522658,0.27468,0.293245,0.32142,4,8,12,0.2717344280657175,0.3288588874688147,40.35989717223634,-0.0386480952505726,-0.0410699276541968,0.3504454591458356,0.2360445408541643,0.0490004436979794,0.0585093482139847,0.0568599160765357,618722248.0,-1.162403256772469,0,0,-1,0,0,0.100762066045724,0.5757760373611039,1.143149868858855,0.9288071084801094,-0.0714285714285715,-0.1999999999999999,1.2860050835797077,0.1226923076923077,0.0
2023-12-11,0.264,0.26,-0.0194180858571016,0.0827740169850306,0.0685727916656089,0.2152080734274095,0.0152674721307883,0.27068,0.289445,0.31722,0,11,12,0.2703281684174052,0.324674443115988,37.96791443850249,-0.0367846553885578,-0.040212873201069,0.3435830875769952,0.2353069124230048,0.0499891503459571,0.0573638266724382,0.0566878656598529,620685240.0,-0.9400036513595766,0,0,-1,0,0,-0.0192307692307692,0.8360499590830047,1.1391159554893144,0.910622517757712,-0.0736842105263156,-0.2235294117647058,1.3269857764932125,0.1450757575757575,0.0
2023-12-12,0.266,0.264,0.0384662808277961,-0.0113150530028857,-0.0102484144913679,-0.1523423237953709,0.0075472056353829,0.26798,0.287005,0.3120799999999999,1,12,12,0.2695412287051497,0.320888995173021,43.362831858406906,-0.0347459528711553,-0.0391194891350862,0.3407287563855935,0.2332812436144065,0.0496391050095979,0.0555101475685388,0.0542998132475305,622370850.0,-0.7819631914507257,0,0,-1,0,0,0.0037878787878787,0.5407820699884833,1.0638260826900905,0.8811962742411033,-0.0074626865671642,-0.1550190597204574,0.7604952328012732,0.1413533834586464,0.0
2023-12-13,0.2625,0.266,-0.0190481949706944,-0.0615086331289767,-0.0035721411272642,-0.6023694936222996,-0.0132452267500206,0.26543,0.28323,0.3066633333333333,2,13,12,0.2682610053042134,0.3171219632263745,39.21271763815272,-0.0330319158233766,-0.0379019744727443,0.3322727139303308,0.2341872860696691,0.0495798052622388,0.0521700730768496,0.0540931682112838,621447957.0,-0.845385515550735,0,0,-1,0,0,-0.0225563909774436,-0.1527562583565522,0.9530930921636844,0.8281742354484628,0.0391923990498812,-0.2233727810650887,0.678676083603612,0.0807619047619047,0.0
2023-12-14,0.2522,0.2625,0.007662872745569,0.0010995053334168,-0.0059820716775474,0.1788195408874487,-0.0400286585008594,0.26265,0.278335,0.3022366666666666,3,14,12,0.2653408225216291,0.3129334494698342,27.75119617224854,-0.0321342296369588,-0.0367484255055872,0.3179028910251552,0.2387671089748447,0.0502125990221011,0.0513001050484739,0.0522023751560792,620344357.0,-1.3210206216644065,0,0,-1,0,0,-0.0019047619047619,0.2151592918858281,0.837834895690957,0.8143639211385072,0.0677392040643523,-0.2796343901742361,1.3407015107906302,0.091197462331483,0.0
2023-12-15,0.23,0.2522,-0.0508916072963892,-0.052643733485422,-0.083381608939051,-0.1202701555161403,-0.0921431146076237,0.25765,0.274725,0.2967366666666667,4,15,12,0.2589152184267874,0.3075829043427482,24.23398328690783,-0.0328356523725351,-0.0359658708789768,0.3181149758029264,0.2313350241970735,0.0558078868337364,0.04609804231985,0.0534278721626841,619365816.0,-2.061536065525232,0,0,-1,0,0,-0.0126883425852497,0.0494046155849176,0.6638831707939603,0.7317837354315254,-0.1153846153846154,-0.2389146260754467,-1.0413622450387143,0.1260869565217391,0.0
2023-12-18,0.232,0.23,-0.0642708193557556,-0.057612752784611,-0.0444517625708339,-0.24754201918952,0.0086580627431145,0.25235,0.271825,0.29147,0,18,12,0.2540215423491897,0.3027065879335386,27.340267459137948,-0.0328514604716614,-0.0353429887975137,0.3185417895004693,0.2251082104995306,0.0552243932697189,0.0458445909461859,0.053622165867519,620129780.0,-1.7049544896316084,0,0,-1,0,0,0.0152173913043478,-0.2289483067761172,0.6404920997082563,0.7277603196065476,-0.1212121212121212,-0.1999999999999999,-1.1550086344115975,0.105603448275862,0.0
2023-12-19,0.2202,0.232,0.0085288363475202,-0.0185763855729354,-0.0853598489511567,0.5107939463789694,-0.0522011473777303,0.2475699999999999,0.267835,0.2868933333333333,1,19,12,0.2478721710129734,0.2973835822604072,26.025459688825777,-0.0334307806579095,-0.0349605471695929,0.3179287762724187,0.2177412237275812,0.0545718604667715,0.0454467365166365,0.0525274588188659,618856547.0,-1.9018330636904883,0,0,-1,0,0,0.0150862068965516,0.3516185746780539,0.5862901897154509,0.7214445763349895,-0.1721804511278195,-0.2659999999999999,-0.284945812332329,0.1725703905540416,0.0
2023-12-20,0.2249,0.2202,-0.0649066001937816,-0.026600681797179,0.04074278346235,-0.6315886897172245,0.0211196346766903,0.2448,0.26488,0.28239,2,20,12,0.2436954126469782,0.2927072221145744,30.050687907313304,-0.0331287576624297,-0.0345941892681603,0.3178488130702702,0.2119111869297297,0.0539466296092579,0.0451434428434509,0.0527961768910079,619533584.0,-1.5095675240810542,0,0,-1,0,0,0.0022706630336058,-0.4190074646096653,0.7108325373888265,0.716629938534179,-0.1432380952380952,-0.2080985915492957,-0.098163635932984,0.1036016007114272,0.0
