date,close,YesterdayClose,YesterdayOpenLogR,YesterdayHighLogR,YesterdayLowLogR,YesterdayVolumeLogR,YesterdayCloseLogR,MA10,MA20,MA30,DayOfWeek,DayOfMonth,MonthNumber,EMA10,EMA30,RSI,MACD,MACD_Signal,BollingerUpper,BollingerLower,Volatility_10,Volatility_20,Volatility_30,OBV,ZScore,insider_shares,insider_amount,insider_buy_flag,sentiment,num_articles,overnight_gap,abnormal_vol,volatility_5d,volatility_20d,momentum_5d,momentum_20d,skew_5d,intraday_range,sentiment_change
2023-11-29,23.67,23.8,-0.0025210097385481,-0.0063816000566444,-0.0101352218940431,0.3559179006970391,-0.0054771571515364,23.92436,23.52429,23.054526666666668,2,29,11,23.79659404062284,23.386383253746303,50.85950034380017,0.3141656248178037,0.3222461806256595,24.818934806236808,22.229645193763197,0.0058158861497476,0.0114258005861471,0.0117601303041086,-884382.0,0.2250964887018577,0,0,-1,0,0,-0.0012605042016807,1.0566118316788509,0.0924128105658959,0.1813789612845677,-0.0096234309623429,0.0867768595041322,1.0201156653239791,0.015631601182932,0.0
2023-11-30,23.7,23.67,-0.0042158578462099,0.0016701465260109,0.0029667324154305,-1.0550028810702723,0.0012666246151927,23.901,23.61879,23.10452666666667,3,30,11,23.77903148778232,23.406616592214284,57.48653050996118,0.2868192862021388,0.3151608017409554,24.631860203625493,22.6057197963745,0.005351145897771,0.0114272724779489,0.0117510062162942,-865072.0,0.1603245258016159,0,0,-1,0,0,0.0,-0.7607950980677295,0.0600851383598123,0.181402326842555,-0.015371832156211,0.0866574965612105,-0.095032903889187,0.0143459915611814,0.0
2023-12-01,24.0,23.7,-0.0021146127566763,0.0012507819016526,-0.0004232804296001,-0.283582082212558,0.0125787822068601,23.901,23.70629,23.164193333333333,4,1,12,23.819207580912806,23.44489939271659,58.802816901408434,0.2860571202075057,0.3093400654342654,24.500159719923,22.912420280077,0.0068280637392099,0.0109903966569716,0.0118970727078949,-850530.0,0.7399450882910309,0,0,-1,0,0,-0.0033755274261602,-1.0138456545871128,0.1288818608731548,0.1744671381858165,-0.0029081844619859,0.0786516853932584,1.3847722527739654,0.0158333333333332,0.0
2023-12-04,23.96,24.0,0.0197030058575637,0.007058364367446,0.0096904065651341,-0.4166330001330056,-0.0016680571006969,23.909,23.76729,23.233193333333336,0,4,12,23.84480620256502,23.478131689960684,55.01158204470044,0.2790091882150456,0.3032738899904215,24.42420796780202,23.11037203219798,0.0066343320355259,0.0101750277286906,0.0114873112514641,-860117.0,0.586709481078101,0,0,-1,0,0,0.0037499999999999,-1.2392830754159143,0.1131712779449446,0.1615235577198118,0.0033500837520938,0.0536499560246264,1.6134043684463344,0.013355592654424,0.0
2023-12-05,24.05,23.96,-0.0037429862788343,0.0012404384472488,0.0008382230163884,0.3659258573873606,0.0037492233045216,23.91,23.83929,23.29519333333333,1,5,12,23.882114165735015,23.51502641964064,58.05117756337267,0.2774871994663641,0.29811655188561,24.219524159987124,23.459055840012876,0.0063819681083258,0.0099829963098968,0.0113122696471121,-846294.0,1.108317043408918,0,0,-1,0,0,0.0016694490818029,-0.9097557122544908,0.1083330217010032,0.1584751534515757,0.0105042016806722,0.0636886333480761,0.9034578162966836,0.0137214137214136,0.0
2023-12-06,23.78,24.05,-0.0008336807485774,0.0033003330286569,-0.0067255402734246,1.0747458557130345,-0.0112901052891343,23.898000000000003,23.85629,23.341526666666663,2,6,12,23.8635479537832,23.532121489341247,45.70085087326474,0.2515940493132191,0.2888120513711318,24.188760300375293,23.52381969962471,0.0071212945561831,0.006719980032826,0.0115272455720171,-886785.0,-0.4589282105131445,0,0,-1,0,0,-0.0029106029106029,0.8624781751994616,0.137517354244032,0.1066763758930645,0.0046472327841149,0.0145051194539249,-0.1302219683343859,0.0239697224558452,0.0
2023-12-07,23.75,23.78,-0.001251825742444,-0.0136846423343733,0.0004216740522104,-0.201606869598503,-0.0012623607819856,23.866,23.86179,23.388526666666667,3,7,12,23.84290287127716,23.546178167448264,42.85714285714285,0.2260470621640244,0.2762590535297104,24.182630861684373,23.540949138315625,0.006602631390944,0.0064747560346623,0.0115160883707439,-919883.0,-0.6968563755446575,0,0,-1,0,0,0.0071488645920941,0.4130669003870248,0.1383281758665959,0.1027835656051871,0.0021097046413502,0.004653130287648,0.15578636492971,0.0096842105263158,0.0
2023-12-08,23.6,23.75,-0.0088069346754023,0.0099710007650117,-0.0131552926267052,0.683035195454654,-0.0063358184490857,23.819,23.868740000000003,23.425193333333333,4,8,12,23.79873871286313,23.54965054374193,42.13483146067421,0.1914897695295998,0.2593051967296883,24.15743758644836,23.580042413551645,0.0067626917229104,0.0064005349981754,0.01157478254917,-985413.0,-1.8617405382990544,0,0,-1,0,0,-0.000421052631579,2.203572655952171,0.0899857682735383,0.101605343177625,-0.0166666666666666,0.0059247261412558,-0.3311666015186197,0.0330508474576271,0.0
2023-12-11,23.4,23.6,-0.0059146771499574,-0.0217309010960433,-0.002566297387913,0.4800249703251614,-0.0085106896679087,23.771,23.85324,23.47186,0,11,12,23.72624076506984,23.539995669952123,32.41758241758241,0.1462783320578466,0.23669982379532,24.204361124100405,23.502118875899598,0.0068216653787754,0.0062041888181418,0.0108459992477373,-1091317.0,-2.58167321126708,0,0,-1,0,0,0.0,3.0574375290037663,0.0948446836538669,0.098488444198147,-0.0233722871452422,-0.0130746520455504,0.6080707242820469,0.0136752136752136,0.0
2023-12-12,23.59,23.4,-0.0050977170716687,0.0,0.0008561644358602,-0.6898101048487989,0.0080868710559278,23.75,23.842745,23.536526666666663,1,12,12,23.70146971687532,23.543221755761667,41.7112299465241,0.1243459712801708,0.2142290532922902,24.21262576300636,23.47286423699364,0.007501249205668,0.0064379583592536,0.0103447224069373,-1038188.0,-1.3666296021761728,0,0,-1,0,0,0.0034188034188034,0.7608369945410418,0.1208581526484938,0.1021994206174473,-0.0191268191268191,-0.008819364787247,1.137095936809765,0.0127172530733361,0.0
