Date,Close,Pred_Prob_1d,Pred_Prob_Std_1d,Pred_Prob_1w,Pred_Prob_Std_1w,Pred_Prob_1m,Pred_Prob_Std_1m,Pred_Prob_6m,Pred_Prob_Std_6m
2024-08-28,23.21999931335449,0.005819686,0.0044119535,0.007097747,0.0041838726,0.0050958307,0.0035667103,0.0023213169,0.0021865417
2024-08-29,23.21999931335449,0.0064273966,0.004774262,0.008909341,0.0053528487,0.0056713037,0.003244384,0.0023498856,0.0015450296
2024-08-30,23.3700008392334,0.005360132,0.0032774627,0.008331451,0.0039335894,0.0051866476,0.0030285786,0.0026087987,0.0018564194
2024-09-03,23.36000061035156,0.0051363762,0.0033950259,0.0052039865,0.0034885197,0.002022308,0.0015485373,0.000782368,0.00069734186
2024-09-04,23.38999938964844,0.0036718547,0.004685956,0.003575998,0.0037019246,0.0012389886,0.0011409033,0.00048664084,0.00053560926
2024-09-05,23.31999969482422,0.0021685027,0.0011745332,0.002880935,0.0012829212,0.0017157772,0.0010416973,0.00088884326,0.0007909323
2024-09-06,23.21999931335449,0.0020198477,0.0011255231,0.00294559,0.0016531519,0.0022380631,0.0015677928,0.0015168297,0.0012798328
2024-09-09,23.39999961853028,0.0018772066,0.0010479089,0.0023824489,0.0013590965,0.0013339601,0.00092570717,0.0011326823,0.0013829796
2024-09-10,23.43000030517578,0.0015152412,0.0011639879,0.0019122325,0.0012587276,0.0013703308,0.0009826694,0.0010589841,0.0010552435
2024-09-11,23.420000076293945,0.0053577106,0.0038649712,0.006062147,0.003760416,0.0049782833,0.0023909602,0.0035592264,0.0017780272
2024-09-12,23.51000022888184,0.005725528,0.0037714909,0.005791636,0.0029962978,0.003947164,0.0018023809,0.002406976,0.0015862761
2024-09-13,23.670000076293945,0.008547338,0.0057495437,0.009081194,0.0049837125,0.006901322,0.00417305,0.005354932,0.0042634835
2024-09-16,23.739999771118164,0.0076844986,0.003636368,0.008611323,0.0036881268,0.004820703,0.0024409692,0.0038744083,0.0020873074
2024-09-17,23.809999465942383,0.013574647,0.007830917,0.010058808,0.0062963576,0.0045049014,0.0041827997,0.002307105,0.0027587956
2024-09-18,23.809999465942383,0.005455179,0.0041729673,0.005484234,0.0035059347,0.0037941085,0.0025612472,0.002370914,0.0022843722
2024-09-19,23.64999961853028,0.011201153,0.008527879,0.008602603,0.005099136,0.0043212646,0.002380634,0.002354892,0.0016154712
2024-09-20,23.88999938964844,0.003915984,0.0022002363,0.0050475355,0.0030109782,0.003485582,0.0017696995,0.0021723544,0.0014280155
2024-09-23,23.989999771118164,0.0069469856,0.0036583443,0.007311706,0.0038593204,0.0034379885,0.0024037212,0.0027078425,0.0024843907
2024-09-24,23.989999771118164,0.0061130975,0.0045031565,0.005132001,0.004234131,0.0017498778,0.001485298,0.0011532945,0.001961534
2024-09-25,24.15999984741211,0.0074923737,0.004930378,0.0069011603,0.004022492,0.0039369017,0.002672586,0.0026467664,0.0019336788
2024-09-26,24.170000076293945,0.0053328336,0.0040266593,0.005995397,0.004703805,0.0034194852,0.0030941358,0.002372354,0.0021664696
2024-09-27,24.450000762939453,0.0042370795,0.0016182455,0.0063886964,0.0027476675,0.0036918647,0.0023553944,0.0029618538,0.0022398452
2024-09-30,24.82999992370605,0.014509894,0.0075452705,0.010197946,0.0057746717,0.0023210077,0.0022912265,0.0012431019,0.0012515261
2024-10-01,24.3700008392334,0.0076752533,0.0043143537,0.0052849334,0.002361255,0.0016499856,0.001247169,0.0007705867,0.0006980586
2024-10-02,24.11000061035156,0.0080031,0.005781784,0.007867134,0.0051622796,0.0039429246,0.002902211,0.002784445,0.0027769282
2024-10-03,23.8799991607666,0.0032231093,0.0017938252,0.003257681,0.002806897,0.0015849457,0.0014300185,0.0014939669,0.0016838104
2024-10-04,24.190000534057617,0.0042414675,0.003923181,0.005643101,0.0047761933,0.0036286367,0.0031670101,0.0042349724,0.0032579172
2024-10-07,23.75,0.006854492,0.003515868,0.006565009,0.0034583947,0.0036018684,0.0018212105,0.0033941364,0.0025678088
2024-10-08,23.670000076293945,0.0044213026,0.0025944794,0.00422707,0.0019074151,0.002574084,0.0012964833,0.0026780304,0.0015854908
2024-10-09,23.739999771118164,0.0073413444,0.0038823972,0.0069978572,0.0031444635,0.0057648066,0.0027015687,0.0055991434,0.003886233
2024-10-10,23.729999542236328,0.0052828724,0.0022157016,0.006686803,0.003026178,0.0059960606,0.0028757532,0.0066874474,0.0044567627
2024-10-11,23.82999992370605,0.008454707,0.0040782643,0.012262932,0.004785985,0.011483686,0.006082942,0.0112244645,0.0063773873
2024-10-14,23.989999771118164,0.0076642525,0.00345093,0.0074003446,0.0029562442,0.0057357014,0.0024142496,0.006105811,0.0034255835
2024-10-15,23.920000076293945,0.005045786,0.0025031082,0.004634135,0.0022116078,0.0038676218,0.0020555586,0.0023063933,0.0013048551
2024-10-16,23.959999084472656,0.009627875,0.005472277,0.009635856,0.004993752,0.00754285,0.0034653118,0.005014745,0.00238586
2024-10-17,23.81999969482422,0.011639506,0.006251456,0.013518661,0.0076320274,0.011130146,0.0051722513,0.0076944246,0.0049473373
2024-10-18,23.850000381469727,0.018961703,0.013516511,0.027209813,0.013929334,0.02424239,0.012054176,0.016691463,0.008960578
2024-10-21,23.700000762939453,0.033580225,0.012932733,0.033007,0.012455562,0.018334689,0.0071908818,0.009868429,0.0055537056
2024-10-22,23.739999771118164,0.016752819,0.0075162817,0.01670083,0.0066666603,0.0120641515,0.0051664067,0.0054907906,0.002790997
